#freq	CH1fs	CH2fs	CH3fs	CH4fs	CH5fs	CH6fs	CH7fs	CH8fs	CH9fs	Trans1nsfs	Trans2nsfs	TransRnsfs	Trans1ewfs	Trans2ewfs	TransRewfs	H/Vnsfs	H/Vewfs	
0.04883	1.72E-11	1.77E-11	1.31E-11	1.12E-11	1.41E-11	2.61E-11	2.46E-11	4.69E-11	4.19E-11	0.649303136	1.516898955	2.721080139	0.79899327	1.390928115	2.368927097	1.311200792	1.346303206	
0.09766	1.74E-05	1.43E-05	7.76E-06	1.64E-05	1.36E-05	1.89E-05	1.49E-05	2.26E-05	1.74E-05	0.947174376	1.086410508	1.301572671	0.953318848	1.04275601	1.220368683	2.237013364	1.838554621	
0.14648	8.36E-06	1.31E-05	9.10E-06	6.51E-06	1.21E-05	9.52E-06	1.23E-05	1.52E-05	1.37E-05	0.778980221	1.137911654	1.81594241	0.924927669	0.935967717	1.042941983	0.918664177	1.442821048	
0.19531	1.68E-05	1.13E-05	5.45E-06	1.60E-05	1.11E-05	1.82E-05	1.18E-05	2.11E-05	1.45E-05	0.952704718	1.087135445	1.261048488	0.98466448	1.048045386	1.288715539	3.078095168	2.070972243	
0.24414	1.14E-05	1.58E-05	1.10E-05	9.88E-06	1.46E-05	1.32E-05	1.47E-05	1.85E-05	1.53E-05	0.863284391	1.157577347	1.615976228	0.921894763	0.93220339	0.969959524	1.043978102	1.44270073	
0.29297	2.07E-05	1.14E-05	7.34E-06	1.95E-05	1.17E-05	2.27E-05	1.22E-05	2.65E-05	1.51E-05	0.942920718	1.096260823	1.283606637	1.024864297	1.067413763	1.321222203	2.817175874	1.556512496	
0.3418	1.49E-05	1.52E-05	8.63E-06	1.30E-05	1.44E-05	1.56E-05	1.41E-05	1.92E-05	1.59E-05	0.8731609	1.044810212	1.288545516	0.944852941	0.924041492	1.045627626	1.723838421	1.764024644	
0.39062	2.19E-05	1.53E-05	7.84E-06	2.12E-05	1.48E-05	2.31E-05	1.44E-05	2.53E-05	1.63E-05	0.96548265	1.052665177	1.151748666	0.97069429	0.943945453	1.067658821	2.798963678	1.946677898	
0.43945	1.99E-05	2.02E-05	9.10E-06	2.01E-05	1.93E-05	2.17E-05	2.04E-05	2.60E-05	2.35E-05	1.008028904	1.087816138	1.30248896	0.956126033	1.007765742	1.163426819	2.188831774	2.220574667	
0.48828	3.22E-05	2.33E-05	7.02E-06	3.04E-05	2.31E-05	3.29E-05	2.29E-05	3.60E-05	2.62E-05	0.945898887	1.02397239	1.11855606	0.993940696	0.983798883	1.124323163	4.579654839	3.313493194	
0.53711	2.78E-05	2.32E-05	1.17E-05	2.75E-05	2.22E-05	2.86E-05	2.17E-05	3.14E-05	2.50E-05	0.988486724	1.028387422	1.131107433	0.959281489	0.937216633	1.080184809	2.385546305	1.987726375	
0.58594	4.17E-05	3.14E-05	7.14E-06	3.96E-05	3.14E-05	4.25E-05	2.90E-05	4.53E-05	3.29E-05	0.948922796	1.020464469	1.08603234	0.998346161	0.92153807	1.04563959	5.839614447	4.404998739	
0.63477	5.10E-05	3.61E-05	1.38E-05	4.95E-05	3.52E-05	5.10E-05	3.28E-05	5.26E-05	3.60E-05	0.970088655	1.000215754	1.032323866	0.973502049	0.908821575	0.99673275	3.705232558	2.624709302	
0.68359	4.26E-05	2.61E-05	7.56E-06	4.14E-05	2.63E-05	4.24E-05	2.53E-05	4.40E-05	2.92E-05	0.971084168	0.993785324	1.031143735	1.006165748	0.970703125	1.119676777	5.639896305	3.453694151	
0.73242	3.69E-05	3.23E-05	1.54E-05	3.72E-05	3.20E-05	3.87E-05	3.06E-05	4.29E-05	3.31E-05	1.008105837	1.049339876	1.163472226	0.991105464	0.947345585	1.027303437	2.401497396	2.100716146	
0.78125	4.08E-05	3.06E-05	8.59E-06	4.12E-05	3.20E-05	4.15E-05	3.17E-05	4.43E-05	3.51E-05	1.010560878	1.015755556	1.085467153	1.045761661	1.034729249	1.146424258	4.749330851	3.565343885	
0.83008	3.48E-05	3.77E-05	1.64E-05	3.60E-05	3.71E-05	3.64E-05	3.59E-05	3.99E-05	3.77E-05	1.035120998	1.047421969	1.145484854	0.982750855	0.951670597	0.999682043	2.115651222	2.294843731	
0.87891	3.03E-05	3.79E-05	1.55E-05	3.27E-05	3.59E-05	3.31E-05	3.57E-05	3.69E-05	3.84E-05	1.0785719	1.09399564	1.219003897	0.945129665	0.940095931	1.012544803	1.957713695	2.453381611	
0.92773	3.20E-05	3.43E-05	1.75E-05	3.31E-05	3.37E-05	3.40E-05	3.20E-05	3.75E-05	3.13E-05	1.034110805	1.06199975	1.171867184	0.984238639	0.933568781	0.914713523	1.824737563	1.954643998	
0.97656	4.05E-05	3.08E-05	1.96E-05	3.97E-05	2.97E-05	4.12E-05	3.23E-05	4.29E-05	3.61E-05	0.981134405	1.016791367	1.058893251	0.965114013	1.049373092	1.173195608	2.067650363	1.571837026	
1.02539	3.20E-05	4.52E-05	2.36E-05	3.41E-05	4.58E-05	3.13E-05	4.58E-05	3.26E-05	4.82E-05	1.065295533	0.97737005	1.020316944	1.012906511	1.014101968	1.06772044	1.353170071	1.910544347	
1.07422	3.93E-05	4.46E-05	2.56E-05	4.18E-05	4.32E-05	4.09E-05	4.08E-05	4.33E-05	4.26E-05	1.063860668	1.041631655	1.1034553	0.969531197	0.914714257	0.955294487	1.534581119	1.742849328	
1.12305	3.99E-05	4.03E-05	3.16E-05	4.04E-05	3.86E-05	3.96E-05	3.95E-05	4.06E-05	4.15E-05	1.01074165	0.99053533	1.016951274	0.958157542	0.981337172	1.029185487	1.265181994	1.276459594	
1.17188	4.03E-05	5.14E-05	3.85E-05	4.05E-05	5.03E-05	4.02E-05	5.13E-05	4.12E-05	5.15E-05	1.005854627	0.997196725	1.02096254	0.978936713	0.998170103	1.002744846	1.047775005	1.335230817	
1.2207	5.44E-05	5.89E-05	3.82E-05	5.87E-05	5.48E-05	5.37E-05	5.39E-05	5.22E-05	5.26E-05	1.078200794	0.9865868	0.958970307	0.92963988	0.915173948	0.893118495	1.426242826	1.543462879	
1.26953	6.89E-05	6.70E-05	4.55E-05	7.33E-05	6.27E-05	6.67E-05	6.65E-05	6.44E-05	6.94E-05	1.064180361	0.968178387	0.934208234	0.935260598	0.992541544	1.03493541	1.513335384	1.472779999	
1.31836	7.00E-05	4.64E-05	3.80E-05	7.48E-05	4.46E-05	6.71E-05	4.58E-05	6.50E-05	4.65E-05	1.067345307	0.957439822	0.927900403	0.9591371	0.987082329	1.000366001	1.841127146	1.220934206	
1.36719	5.40E-05	5.62E-05	3.66E-05	6.01E-05	5.46E-05	5.35E-05	5.58E-05	5.15E-05	5.49E-05	1.111707543	0.991041185	0.953206849	0.971122538	0.992651638	0.97624682	1.474159572	1.533589828	
1.41602	7.11E-05	7.02E-05	5.07E-05	7.66E-05	6.59E-05	6.84E-05	6.93E-05	6.70E-05	7.01E-05	1.077720718	0.962490327	0.942666198	0.938679312	0.986328876	0.997707239	1.402095005	1.385248165	
1.46484	6.05E-05	7.31E-05	5.48E-05	6.43E-05	7.03E-05	5.82E-05	7.11E-05	5.74E-05	6.98E-05	1.063327986	0.963266791	0.949142451	0.962480501	0.973139761	0.955762021	1.103198497	1.333442808	
1.51367	7.09E-05	6.71E-05	6.44E-05	7.26E-05	6.58E-05	6.84E-05	6.94E-05	6.77E-05	6.99E-05	1.024624981	0.964889999	0.955251683	0.979670559	1.033316454	1.041031216	1.100135066	1.042398274	
1.5625	8.36E-05	5.66E-05	4.86E-05	8.60E-05	5.36E-05	8.15E-05	5.76E-05	8.12E-05	5.86E-05	1.028370236	0.974618622	0.970362489	0.947151815	1.016903647	1.034743443	1.721743068	1.165373294	
1.61133	7.58E-05	5.42E-05	4.97E-05	7.68E-05	5.17E-05	7.22E-05	5.45E-05	7.06E-05	5.50E-05	1.012485497	0.951284147	0.9302948	0.952950941	1.005809664	1.013887864	1.526669619	1.091340928	
1.66016	1.01E-04	7.88E-05	5.79E-05	1.01E-04	7.61E-05	9.92E-05	8.27E-05	9.95E-05	8.60E-05	0.998816101	0.978265588	0.981846882	0.966230799	1.04952393	1.091202234	1.750271969	1.360190637	
1.70898	9.53E-05	1.07E-04	5.74E-05	9.43E-05	1.02E-04	9.22E-05	1.07E-04	9.18E-05	1.08E-04	0.989375649	0.967382298	0.962851479	0.951189807	1.001217913	1.009181188	1.659998607	1.858351614	
