#freq	CH1fs	CH2fs	CH3fs	CH4fs	CH5fs	CH6fs	CH7fs	Trans1nsfs	TransRnsfs	Trans1ewfs	TransRewfs	H/Vnsfs	H/Vewfs	
0.04883	2.96E-11	3.45E-11	2.08E-11	3.29E-11	4.29E-11	5.14E-11	7.80E-11	1.110056413	1.735229538	1.2410947	2.258847379	1.425414099	1.662654083	
0.09766	3.63E-05	3.65E-05	5.90E-05	6.38E-05	4.36E-05	4.58E-05	5.33E-05	1.756431067	1.26087435	1.194751419	1.46126635	0.616552449	0.618588004	
0.14648	2.93E-05	4.39E-05	5.98E-05	6.13E-05	3.66E-05	4.14E-05	4.92E-05	2.092315574	1.413558743	0.834050497	1.120346971	0.489615732	0.734473763	
0.19531	3.39E-05	5.19E-05	4.33E-05	5.13E-05	3.90E-05	4.40E-05	5.85E-05	1.511755347	1.295356785	0.752244442	1.126343775	0.784459647	1.199639456	
0.24414	3.59E-05	4.08E-05	6.45E-05	6.96E-05	4.12E-05	5.97E-05	7.17E-05	1.939510509	1.663823382	1.0101488	1.7576545	0.556349933	0.63263597	
0.29297	4.49E-05	6.71E-05	4.71E-05	7.21E-05	4.95E-05	3.97E-05	4.41E-05	1.605717596	0.883798659	0.737920348	0.657121147	0.953634644	1.42617029	
0.3418	5.52E-05	7.56E-05	7.36E-05	9.98E-05	6.56E-05	7.48E-05	8.26E-05	1.809154496	1.355597434	0.868155286	1.093261505	0.749351619	1.025880915	
0.39062	6.11E-05	6.86E-05	5.72E-05	9.88E-05	8.29E-05	7.47E-05	8.11E-05	1.616313507	1.22194224	1.208658892	1.182915452	1.069341405	1.200307951	
0.43945	6.81E-05	7.57E-05	8.82E-05	1.08E-04	8.15E-05	8.41E-05	9.34E-05	1.589781236	1.23457642	1.076126441	1.233280055	0.77199465	0.858057715	
0.48828	7.60E-05	9.98E-05	8.21E-05	9.22E-05	1.17E-04	9.20E-05	9.97E-05	1.213172376	1.211197704	1.167436409	0.999088332	0.924922073	1.215383304	
0.53711	1.31E-04	1.11E-04	1.38E-04	1.68E-04	1.28E-04	1.55E-04	1.66E-04	1.283643576	1.181797376	1.152722683	1.492246664	0.952824017	0.806280439	
0.58594	2.00E-04	1.48E-04	1.98E-04	2.42E-04	1.86E-04	2.32E-04	2.29E-04	1.207777944	1.159802306	1.254945649	1.546890824	1.010238047	0.746973976	
0.63477	3.44E-04	2.57E-04	4.36E-04	4.04E-04	3.06E-04	3.97E-04	4.06E-04	1.175749993	1.154159513	1.188944567	1.577943519	0.787980924	0.590246251	
0.68359	5.00E-04	3.60E-04	6.49E-04	5.47E-04	4.40E-04	5.49E-04	5.50E-04	1.09289541	1.097293299	1.222704145	1.5289571	0.770572106	0.554037401	
0.73242	4.62E-04	3.73E-04	6.00E-04	4.71E-04	4.53E-04	5.35E-04	5.09E-04	1.019930244	1.159398627	1.213597172	1.36368018	0.769042383	0.62218446	
0.78125	4.06E-04	2.99E-04	4.16E-04	3.79E-04	3.55E-04	4.75E-04	4.40E-04	0.934729003	1.171820289	1.185879444	1.468624699	0.974083059	0.718852833	
0.83008	3.62E-04	2.91E-04	3.04E-04	3.17E-04	3.48E-04	4.29E-04	3.95E-04	0.873568926	1.184749924	1.197639611	1.360148643	1.193736416	0.957090167	
0.87891	2.62E-04	2.94E-04	2.92E-04	2.17E-04	3.56E-04	3.21E-04	2.92E-04	0.828990601	1.226178651	1.212099572	0.994320887	0.895541794	1.006124474	
0.92773	3.58E-04	2.69E-04	2.99E-04	2.81E-04	3.25E-04	4.28E-04	3.90E-04	0.783908367	1.196815198	1.206450654	1.449279132	1.198680597	0.901212243	
0.97656	3.02E-04	2.23E-04	3.21E-04	2.31E-04	2.70E-04	3.80E-04	3.33E-04	0.764575548	1.255167168	1.21093715	1.492485757	0.940706175	0.693451548	
1.02539	2.14E-04	1.52E-04	3.26E-04	1.59E-04	1.95E-04	2.49E-04	2.32E-04	0.741735151	1.161701532	1.280575067	1.523271844	0.657396323	0.46759984	
1.07422	2.18E-04	1.70E-04	2.66E-04	1.35E-04	1.93E-04	2.49E-04	2.10E-04	0.61850188	1.139451728	1.132286336	1.234927357	0.821464884	0.640218415	
1.12305	2.23E-04	1.71E-04	2.08E-04	1.42E-04	1.89E-04	2.75E-04	2.49E-04	0.63803846	1.232193285	1.106996367	1.460975038	1.074614644	0.822061657	
1.17188	1.64E-04	1.36E-04	2.42E-04	1.00E-04	1.48E-04	2.25E-04	2.10E-04	0.61048392	1.372063221	1.08834752	1.539110655	0.677288696	0.563256871	
1.2207	1.46E-04	1.17E-04	2.29E-04	8.08E-05	1.29E-04	1.68E-04	1.67E-04	0.554539839	1.154210418	1.103043292	1.432918988	0.635428023	0.508700013	
1.26953	1.52E-04	1.24E-04	1.79E-04	9.13E-05	1.39E-04	2.11E-04	1.90E-04	0.599691196	1.384691196	1.12033095	1.5267893	0.849757132	0.695047736	
1.31836	1.33E-04	1.18E-04	2.00E-04	7.40E-05	1.26E-04	1.76E-04	1.58E-04	0.555087351	1.318962285	1.061069347	1.336852775	0.668387291	0.593314624	
1.36719	1.14E-04	1.09E-04	1.92E-04	6.63E-05	1.19E-04	1.62E-04	1.49E-04	0.58266948	1.420997098	1.091410198	1.366192007	0.592992335	0.567547839	
1.41602	1.14E-04	1.07E-04	1.60E-04	5.37E-05	1.20E-04	1.30E-04	1.14E-04	0.470248006	1.141004294	1.127058383	1.067271707	0.712341594	0.667207691	
1.46484	1.21E-04	8.30E-05	1.36E-04	6.69E-05	9.79E-05	1.57E-04	1.51E-04	0.553043334	1.299454185	1.179169728	1.817229294	0.891214623	0.61197671	
1.51367	9.62E-05	7.15E-05	1.47E-04	3.96E-05	7.47E-05	1.54E-04	1.49E-04	0.411910902	1.596439416	1.044640736	2.076339292	0.653199294	0.486000543	
1.5625	9.90E-05	7.54E-05	1.05E-04	4.87E-05	8.34E-05	1.41E-04	1.39E-04	0.491688981	1.424442985	1.105641461	1.838050023	0.94369219	0.719042624	
